datetime;p
2017-10-01 00:05:00 ;3532.0665557404327
2017-10-01 00:15:01 ;4247.638935108153
2017-10-01 00:25:02 ;4453.512479201331
2017-10-01 00:35:03 ;4337.480865224626
2017-10-01 00:45:04 ;4009.2379367720464
2017-10-01 00:55:05 ;3813.457570715474
2017-10-01 01:05:06 ;3814.434276206323
2017-10-01 01:15:07 ;1831.009983361065
2017-10-01 01:25:08 ;2356.740432612313
2017-10-01 01:35:09 ;2077.6622296173045
2017-10-01 01:45:10 ;1640.0582362728785
2017-10-01 01:55:11 ;1735.6073211314476
2017-10-01 02:05:12 ;1495.5191347753744
2017-10-01 02:15:13 ;2268.4442595673877
2017-10-01 02:25:14 ;2112.6688851913477
2017-10-01 02:35:15 ;2148.9168053244593
2017-10-01 02:45:16 ;1566.4459234608985
2017-10-01 02:55:17 ;1620.3277870216307
2017-10-01 03:05:18 ;1689.873544093178
2017-10-01 03:15:19 ;2379.0099833610648
2017-10-01 03:25:20 ;2582.712146422629
2017-10-01 03:35:21 ;1410.5956738768718
2017-10-01 03:45:22 ;2549.9883527454244
2017-10-01 03:55:23 ;1434.8768718801996
2017-10-01 04:05:24 ;497.49584026622296
2017-10-01 04:15:25 ;1279.8585690515806
2017-10-01 04:25:26 ;2809.765391014975
2017-10-01 04:35:27 ;701.1863560732113
2017-10-01 04:45:28 ;557.7420965058236
2017-10-01 04:55:29 ;628.3594009983361
2017-10-01 05:05:30 ;1927.2595673876872
2017-10-01 05:15:31 ;2234.08153078203
2017-10-01 05:25:32 ;4085.6888519134777
2017-10-01 05:35:33 ;2481.4193011647253
2017-10-01 05:45:34 ;577.3577371048253
2017-10-01 05:55:35 ;791.2595673876872
2017-10-01 06:05:36 ;2001.9334442595673
2017-10-01 06:15:37 ;2589.542429284526
2017-10-01 06:25:38 ;2492.114808652246
2017-10-01 06:35:39 ;2551.8319467554074
2017-10-01 06:45:40 ;4693.890183028287
2017-10-01 06:55:41 ;3749.276206322795
2017-10-01 07:05:42 ;4154.8269550748755
2017-10-01 07:15:43 ;4358.968386023294
2017-10-01 07:25:44 ;4260.966722129784
2017-10-01 07:35:45 ;2983.2429284525792
2017-10-01 07:45:46 ;1985.5474209650583
2017-10-01 07:55:47 ;1939.6339434276206
2017-10-01 08:05:48 ;2425.014975041597
2017-10-01 08:15:49 ;2079.529118136439
2017-10-01 08:25:50 ;2263.768718801997
2017-10-01 08:35:51 ;1174.7986688851913
2017-10-01 08:45:52 ;1480.0349417637271
2017-10-01 08:55:53 ;762.4076539101497
2017-10-01 09:05:54 ;675.7587354409318
2017-10-01 09:15:55 ;1527.9134775374375
2017-10-01 09:25:56 ;1926.955074875208
2017-10-01 09:35:57 ;999.0099833610649
2017-10-01 09:45:58 ;382.89683860232947
2017-10-01 09:55:59 ;796.0083194675541
2017-10-01 10:06:00 ;1057.440931780366
2017-10-01 10:16:01 ;1156.7986688851913
2017-10-01 10:26:02 ;1028.495840266223
2017-10-01 10:36:03 ;1220.6439267886856
2017-10-01 10:46:04 ;1326.1663893510815
2017-10-01 10:56:05 ;652.6356073211315
2017-10-01 11:06:06 ;2495.595673876872
2017-10-01 11:16:07 ;4679.234608985025
2017-10-01 11:26:08 ;5867.216306156406
2017-10-01 11:36:09 ;3044.8252911813643
2017-10-01 11:46:10 ;2205.8086522462563
2017-10-01 11:56:11 ;2751.4475873544093
2017-10-01 12:06:12 ;5175.605657237937
2017-10-01 12:16:13 ;4203.529118136439
2017-10-01 12:26:14 ;2914.8519134775374
2017-10-01 12:36:15 ;3272.2995008319467
2017-10-01 12:46:16 ;3271.7703826955076
