datetime;p
2017-10-05 09:35:51 ;9434.029950083195
2017-10-05 09:45:52 ;5563.083194675541
2017-10-05 09:55:53 ;13605.648918469218
2017-10-05 10:05:54 ;27593.90349417637
2017-10-05 10:15:55 ;25474.87853577371
2017-10-05 10:25:56 ;27100.87520798669
2017-10-05 10:35:57 ;26443.178036605656
2017-10-05 10:45:58 ;26248.658901830284
2017-10-05 10:55:59 ;26624.670549084858
2017-10-05 11:06:00 ;25468.437603993345
2017-10-05 11:16:01 ;26243.452579034943
2017-10-05 11:26:02 ;27283.089850249584
2017-10-05 11:36:03 ;26344.667221297837
2017-10-05 11:46:04 ;7711.164725457571
2017-10-05 11:56:05 ;4245.311148086523
2017-10-05 12:06:06 ;4307.096505823627
2017-10-05 12:16:07 ;4369.0648918469215
2017-10-05 12:26:08 ;3158.231281198003
2017-10-05 12:36:09 ;2253.9317803660565
2017-10-05 12:46:10 ;2032.2845257903493
2017-10-05 12:56:11 ;2201.9584026622297
2017-10-05 13:06:12 ;2921.2429284525792
2017-10-05 13:16:13 ;3366.1996672212977
2017-10-05 13:26:14 ;3343.5690515806987
2017-10-05 13:36:15 ;2349.432612312812
2017-10-05 13:46:16 ;2133.657237936772
2017-10-05 13:56:17 ;2104.1031613976706
2017-10-05 14:06:18 ;1972.9667221297836
2017-10-05 14:16:19 ;2336.9417637271213
2017-10-05 14:26:20 ;2238.3743760399334
2017-10-05 14:36:21 ;2031.198003327787
2017-10-05 14:46:22 ;2145.2928452579035
2017-10-05 14:56:23 ;2957.6622296173045
2017-10-05 15:06:24 ;3382.332778702163
2017-10-05 15:16:25 ;3282.6772046589017
2017-10-05 15:26:26 ;2515.093178036606
2017-10-05 15:36:27 ;2174.276206322795
2017-10-05 15:46:28 ;2176.2129783693845
2017-10-05 15:56:29 ;2248.050819672131
2017-10-05 16:06:39 ;2081.587354409318
2017-10-05 16:16:40 ;2094.8336106489187
2017-10-05 16:26:41 ;2083.737104825291
2017-10-05 16:36:42 ;2233.7936772046587
2017-10-05 16:46:43 ;2813.7504159733776
2017-10-05 16:56:44 ;3176.906821963394
2017-10-05 17:06:45 ;3222.2113144758737
2017-10-05 17:16:46 ;2700.0116472545756
2017-10-05 17:26:47 ;2277.8502495840266
2017-10-05 17:36:48 ;2225.740432612313
2017-10-05 17:46:49 ;2128.515806988353
2017-10-05 17:56:50 ;2261.6605657237938
2017-10-05 18:06:51 ;2114.0748752079867
2017-10-05 18:16:52 ;2132.665557404326
2017-10-05 18:26:53 ;2240.512479201331
2017-10-05 18:36:54 ;2269.557404326123
2017-10-05 18:46:55 ;3607.7354409317804
2017-10-05 18:56:56 ;3413.906821963394
2017-10-05 19:06:57 ;3079.5557404326123
2017-10-05 19:16:58 ;2129.8136439267887
2017-10-05 19:26:59 ;2449.8968386023294
2017-10-05 19:37:00 ;4967.9633943427625
2017-10-05 19:47:01 ;5209.773710482529
2017-10-05 19:57:02 ;5666.748752079867
2017-10-05 20:07:03 ;10205.271214642264
2017-10-05 20:17:04 ;8646.948419301165
2017-10-05 20:27:05 ;8331.993344425957
2017-10-05 20:37:06 ;6963.198003327787
2017-10-05 20:47:07 ;6728.439267886855
2017-10-05 20:57:08 ;10660.808652246256
2017-10-05 21:07:09 ;8951.783693843594
2017-10-05 21:17:10 ;7462.663893510815
2017-10-05 21:27:11 ;7422.688851913477
2017-10-05 21:37:12 ;7285.9800332778705
2017-10-05 21:47:13 ;5114.1564059900165
2017-10-05 21:57:14 ;4441.266222961731
2017-10-05 22:07:15 ;4733.084858569052
2017-10-05 22:17:16 ;4450.767054908486
2017-10-05 22:27:17 ;4458.078202995009
2017-10-05 22:37:18 ;4408.327787021631
2017-10-05 22:47:19 ;4666.003327787022
2017-10-05 22:57:20 ;5551.534109816972
2017-10-05 23:07:21 ;5424.394342762063
2017-10-05 23:17:22 ;5279.430948419301
2017-10-05 23:27:23 ;4353.396006655574
2017-10-05 23:37:24 ;4407.85690515807
2017-10-05 23:47:25 ;4296.555740432613
2017-10-05 23:57:26 ;4188.828618968386
2017-10-06 00:07:27 ;4415.801996672213
2017-10-06 00:17:28 ;4363.484193011647
