datetime;p
2017-10-01 00:00:00 ;3160.63693707
2017-10-02 00:00:00 ;1772.68090647
2017-10-03 00:00:00 ;1791.19059303
2017-10-04 00:00:00 ;2149.39075737
2017-10-05 00:00:00 ;1328.61215207
2017-10-06 00:00:00 ;1708.00068284
2017-10-07 00:00:00 ;2588.98706093
2017-10-08 00:00:00 ;1615.4026434
2017-10-09 00:00:00 ;1603.56356987
2017-10-10 00:00:00 ;1431.59761348
2017-10-11 00:00:00 ;1950.05807803
2017-10-12 00:00:00 ;1454.86389204
2017-10-13 00:00:00 ;1970.47734401
2017-10-14 00:00:00 ;2601.83808245
2017-10-15 00:00:00 ;1843.7750489
2017-10-16 00:00:00 ;1394.16784528
2017-10-17 00:00:00 ;2128.10844656
2017-10-18 00:00:00 ;1329.9424428
2017-10-19 00:00:00 ;1267.1118609
2017-10-20 00:00:00 ;2544.77082441
2017-10-21 00:00:00 ;3946.79474775
2017-10-22 00:00:00 ;3239.48610548
2017-10-23 00:00:00 ;2764.09249786
2017-10-24 00:00:00 ;3661.6410384
2017-10-25 00:00:00 ;2624.87916807
2017-10-26 00:00:00 ;3626.65822155
2017-10-27 00:00:00 ;2762.64409389
2017-10-28 00:00:00 ;2856.49424782
2017-10-29 00:00:00 ;3509.01916622
2017-10-30 00:00:00 ;2463.78334992
2017-10-31 00:00:00 ;2927.2925511
2017-11-01 00:00:00 ;3575.65483438
2017-11-02 00:00:00 ;2663.19029872
2017-11-03 00:00:00 ;2152.07582088
2017-11-04 00:00:00 ;2507.93378549
2017-11-05 00:00:00 ;2135.19792366
2017-11-06 00:00:00 ;2229.36066295
2017-11-07 00:00:00 ;2879.51475099
2017-11-08 00:00:00 ;2155.67965649
2017-11-09 00:00:00 ;1960.08321663
2017-11-10 00:00:00 ;2702.9570959
2017-11-11 00:00:00 ;2927.25815673
2017-11-12 00:00:00 ;3440.35816301
2017-11-13 00:00:00 ;2755.82988623
2017-11-14 00:00:00 ;2288.23090901
2017-11-15 00:00:00 ;2765.25213537
